SID,SMILES,-log10(Carcinogenicity-Mouse_(TD50) [mmol/kg-bw/day])
48413853,CCCCCC=NN(C)C=O,1.826813731587726
48413854,CCCCCC(=O)N,-1.2278867046136734
48413855,CCCCCC,-2.546542663478131
48413861,NN,1.0390538042661686
48413862,NN.OS(=O)(=O)O,1.234331445240986
48413863,C1=CC(=CC=C1C2=CSC(=N2)NN)N,1.2612194415156308
48413864,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC(=N2)NN,1.1396619934290064
48413865,C1=CC(=CC=C1C2=CSC(=N2)NN)[N+](=O)[O-],1.3477536589966768
48413868,C1=CC(=CC=C1C(=O)O)NN.Cl,-0.4727564493172124
48413869,C1=CC=C(C=C1)NNC2=CC=CC=C2,0.8507808873446201
48413874,OO,-2.346352974450639
48413875,C1=CC(=CC=C1O)O,-0.3096301674258988
48413878,CC(=O)N(C1=CC2=C(C=C1)C3=CC=CC=C3C2)O,1.585026652029182
48413882,COC1=CC=C(C=C1)C(C=C)O,0.45345733652186904
48413885,C(CO)N(C(=O)N)N=O,2.211124884224583
48413887,C(CO)NN,2.282329496997738
48413890,C=CC(C1=CC2=C(C=C1)OCO2)O,0.3979400086720376
48413892,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,1.0540392964224314
48413893,C1=CN(N=C1NC(=NCC(F)(F)F)N)CCCCC(=O)N,-0.2648178230095365
48413900,CC(C1OCC(O1)CO)I,0.27164621797877153
48413904,CN1C2=C(C3=C(C=C2)N=CC=C3)N=C1N,1.0048037084028205
48413910,CC(C)CON=O,-0.47856649559384334
48413916,C1=CN=CC=C1C(=O)NN,0.7033348097384688
48413919,COC1=CC(=CNNC(=O)C2=CC=NC=C2)C=CC1=O,0.9956786262173574
48413921,C1CN(P(=O)(OC1)NCCCl)CCCl,1.712198270069774
48413922,CC(=C)C=C,-0.60422605308447
48413933,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,2.6989700043360187
48413935,C1=C(OC=C(C1=O)O)CO,-0.6655809910179531
48413938,CC(=O)O[Pb]OC(=O)C.O.O.O.O.[Pb].[Pb],0.2335871528876005
48413940,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CCCN=C(N)N)C=O)NC(=O)C,0.8827287043442358
48413948,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,-0.10380372095595687
48413951,CC1=CC(=C2C(=C1O)C(=O)C34C5C6C(C3C(=O)C7=C(C8=C(C=C(C(=C8C(=O)C67C(C5O)C(=O)C4=C2O)O)C)O)O)O)O,1.489454989793388
48413957,C(=C[O-])C=O.[Na+],0.8239087409443188
48413963,CC1=C(N=C2C(=C1)C3=CC=CC=C3N2)[NH3+].CC(=O)[O-],1.0639892042847905
48413964,CC1=CC2=C(C=CC=N2)C3=C1N(C(=N3)N)C,1.136677139879544
48413965,CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,0.9430951486635274
48413968,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,3.3089185078770313
48413977,C[Hg]Cl,2.238072161579471
48413984,COC1=NN(C(=O)S1)CSP(=S)(OC)OC,1.6989700043360187
48413989,COC1=C(C=CC(=C1)N=NC2=CC=CC=C2)N,0.5767541260631921
48413998,CC(C)(C)OC,-1.8709888137605752
48414002,CC(C)(C(=O)OC)OC1=CC=C(C=C1)C2=CC=C(C=C2)Cl,2.0840727883028842
48414003,CN1C=C(C(=O)C2=C1N=C(C=C2)C=CC3=CC=C(O3)[N+](=O)[O-])C(=O)[O-].[K+],1.6736641390712486
48414006,CN(C=O)N,1.7328282715969863
48414011,COS(=O)(=O)C,0.5391021572434522
48414012,CN(C(=N[N+](=O)[O-])N)N=O,1.8601209135987635
48414013,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)[N+](=O)[O-],2.2335871528876003
48414022,CN1CCCC1=O,-1.3159703454569178
48414026,CC(C)CC=NN(C)C=O,1.8041003475907664
48414032,C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N.Cl.Cl,0.707743928643524
48414034,C(Cl)Cl,-1.1139433523068367
48414035,CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C,0.08937559511079879
48414037,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N.Cl.Cl,0.9244530386074693
48414038,CCC(=NO)C,-0.787460474518415
48414039,COC1=C(C=C(C=C1)CC=C)OC,0.9665762445130504
48414042,CNN,0.785156151952302
48414043,CN[NH3+].OS(=O)(=O)[O-],1.723538195826756
48414045,CC1=NC=CN1,-0.9786369483844743
48414051,CN(C1=NC=NC2=C1NC=N2)N=O,0.9956786262173574
48414052,CN(C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N=O,1.2291479883578558
48414054,C=CC(=O)NCO,0.5800442515102421
48414055,COC(=O)C(C1CCCCN1)C2=CC=CC=C2.Cl,0.43062609038495414
48414062,CC1=NC=C(N1CCO)[N+](=O)[O-],-0.4712917110589386
48414064,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,0.5044556624535516
48414065,C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,2.575118363368933
48414069,O=[Mo](=O)=O,1.3705904008972811
48414070,CC(=O)NN,0.8761483590329142
48414084,C1=CC=C2C=CC=CC2=C1,-0.10380372095595687
48414087,C1=CC2=C(C=CC=C2N)C(=C1)N,-0.008600171761917567
48414091,C1=CC=C2C(=C1)C=CC=C2N,0.3279021420642826
48414092,C1=CC=C2C=C(C=CC2=C1)N,0.5606673061697374
48414104,C1=CC(=CN=C1)C(=O)NN,-0.22010808804005508
48414107,CCNC(=O)NC1=NC=C(S1)[N+](=O)[O-],-0.5453071164658241
48414110,C(C(=O)O)N(CC(=O)O)CC(=O)O,-1.1430148002540952
48414113,CCOC1=C(C=C(C=C1)NC(=O)C)[N+](=O)[O-],-1.0043213737826426
48414114,COC1=C(C=C(C=C1)[N+](=O)[O-])N,-1.3443922736851108
48414115,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,0.8096683018297085
48414118,C1=CC2=NC=C(N2C=C1)C3=CC=C(O3)[N+](=O)[O-],0.9281179926938746
48414121,CC(=O)NC1=NN=C(S1)C2=CC=C(O2)[N+](=O)[O-],1.576754126063192
48414124,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC(=N2)NC=O,1.0840727883028842
48414126,CCC=C(CC)[N+](=O)[O-],2.571865205971211
48414128,C1=CC(=C(C=C1N)[N+](=O)[O-])N,-0.6031443726201823
48414130,CC1=C(C=C(C=C1)[N+](=O)[O-])N,-0.2600713879850748
48414131,C1CC2=CC=CC3=C(C=CC1=C23)[N+](=O)[O-],0.638272163982407
48414133,COC1=CC=CC=C1[N+](=O)[O-],-0.06445798922691845
48414135,C1=CC=C(C=C1)[N+](=O)[O-],-0.38021124171160603
48414136,C1=CC2=C(C=C1[N+](=O)[O-])NC=N2,-0.35793484700045375
48414141,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,0.3925449767853314
48414143,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],-0.7693773260761385
48414148,C[N+](=O)[O-],-0.885361220031512
48414177,CN(C(=O)N)N=O,1.9244530386074692
48414197,CCCCN(CCCC)N=O,2.1617807780923743
48414200,CN(C)N=O,2.593459819566045
48414202,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O,-0.23552844690754893
48414211,C1CCCN(CC1)N=O,2.3851027839668655
48414233,C1CCN(CC1)N=O,1.9430951486635273
48414235,C1CCN(C1)N=O,2.1687703061329366
48414239,CC1=CC=CC=C1[N+](=O)[O-],0.030118356253500032
48414243,C1=C(C(=C(C(=C1Br)Br)Br)C2=C(C(=C(C(=C2Br)Br)Br)Br)Br)Br,2.378823718224965
48414248,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,1.7986028756795485
48414263,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,0.9030899869919435
48414270,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,0.7746907182741372
48414275,[O-][O+]=O,1.4067139329795428
48414280,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,0.6143937264016879
48414281,C(C(Cl)(Cl)Cl)(Cl)Cl,0.5482135644757098
48414282,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],0.6179829574251317
48414287,CCCCC=NN(C)C=O,1.6179829574251317
48414289,CCCCCNN.Cl,1.3736596326249577
48414293,CCOC1=CC=C(C=C1)NC(=O)C,-1.0755469613925308
48414295,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,0.5451551399914898
48414296,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)CC5=CC=C(C=C5)N(CCCl)CCCl)C)C,3.0199966284162536
48414299,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,1.4989407377822486
48414300,CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Na+],0.9318141382538383
48414302,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,-0.5658478186735176
48414304,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,1.8013429130455774
48414310,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,-1.4927603890268375
48414314,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,-0.05690485133647255
48414318,C1=CC=C(C(=C1)N)N.Cl.Cl,-0.608526033577194
48414322,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,1.2055119533408303
48414326,C1=CC=C(C=C1)NN.Cl,0.30715308072277
48414333,CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N.Cl,0.8961962790440432
48414334,CC1C(C2(C(C2(C)C)C3C1(C4C=C(C(=O)C4(CC(=C3)CO)O)C)O)O)O,2.217527375833714
48414345,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,0.06550154875643228
48414345,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,0.06550154875643228
48414347,CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2,0.7166987712964503
48414352,C1=C(C(=CC(=C1Br)Br)Br)C2=CC(=C(C=C2Br)Br)Br,3.2765443279648143
48414370,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,0.9208187539523752
48414371,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,-0.2764618041732441
48414373,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,2.6655462488490693
48414380,C1COC1=O,1.764471553092451
48414383,CCCN(C=O)N,1.214670164989233
48414390,CC(COC(C)(C)C)O,-1.14921911265538
48414391,CC1CO1,-1.1958996524092338
48414392,CCCNN.Cl,0.38615817812393083
48414393,CCCC1=CC(=O)NC(=S)N1,-0.38021124171160603
48414400,C1=CC=NC=C1,0.5114492834995558
48414411,CC1=CC(=C(C=C1)NN=C2C(=O)C=CC3=CC=CC=C32)[N+](=O)[O-],-2.0644579892269186
48414413,CC1=CC(=C(C=C1)NN=C2C3=C(C=CC(=C3)S(=O)(=O)[O-])C=C(C2=O)S(=O)(=O)[O-])C.[Na+].[Na+],-0.17318626841227402
48414422,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,2.083546051450075
48414429,CC=C1CC(=C)C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O,2.248720896016658
48414430,CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,1.38933983691012
48414431,CCN1C2=C(C(=N1)C)NC(=O)CN=C2C3=CC=CC=C3,0.37161106994968846
48414433,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,0.7986028756795485
48414440,C=CCC1=CC2=C(C=C1)OCO2,0.5003129173815961
48414442,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O,-0.49692964807321494
48414447,CCN(CC)C(=S)S[Se](SC(=S)N(CC)CC)(SC(=S)N(CC)CC)SC(=S)N(CC)CC,2.653647025549361
48414450,S=[Se],0.204815410317576
48414453,C1OC2=C(O1)C=C(C=C2)O,-1.5118833609788744
48414466,COC1=C2C(=C3C4C=COC4OC3=C1)OC5=C(C2=O)C(=CC=C5)O,2.5528419686577806
48414469,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,2.987162775294828
48414470,CC1(C(=C)C2(C(C1(C(C2(Cl)Cl)(Cl)Cl)Cl)Cl)Cl)C,2.630784142589857
48414471,C=CC1=CC=CC=C1,-0.3053513694466238
48414473,C1C(O1)C2=CC=CC=C2,0.00788851221305034
48414478,CCN(CC)C(=S)SCC(=C)Cl,0.7235381958267558
48414479,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,-0.7347998295888469
48414488,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,2.7235381958267557
48414491,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2.1084625423274357
48414497,C(C=CCl)Cl,0.3496924768680635
48414497,C(C=CCl)Cl,0.3496924768680635
48414501,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,0.09691001300805639
48414504,C1=C2C(=CC(=C1Cl)Cl)OC3=CC(=C(C=C3O2)Cl)Cl,6.314258261397736
48414506,C(C(Cl)(Cl)Cl)Cl,-0.03342375548694973
48414507,C(C(Cl)Cl)(Cl)Cl,0.6420651529995461
48414508,C(=C(Cl)Cl)(Cl)Cl,0.02090709936167361
48414509,COP(=O)(OC)OC(=CCl)C1=CC(=C(C=C1Cl)Cl)Cl,0.20551195334083036
48414512,C1(=C(C(=C(C(=C1F)F)F)N)F)N.Cl.Cl,0.4672456210075022
48414514,C(=C(F)F)(F)F,0.14327110961711742
48414517,C1CCOC1,-1.255272505103306
48414523,C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.2168113089247425
48414528,C1CN1P(=S)(N2CC2)N3CC3,2.9281179926938745
48414529,CC(=S)N,0.9318141382538383
48414533,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,0.8153085691824012
48414536,C1=CNC(=S)NC1=O,0.36754270781527576
48414546,CC1=CC(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O,-0.9375178920173467
48414550,CC1=C(C=C(C=C1)N=C=O)N=C=O,-0.15836249209524964
48414552,CC1=CC(=CC=C1)N.Cl,-1.0
48414553,CC1=CC=CC=C1N.Cl,-0.7671558660821804
48414554,CC1=CC=C(C=C1)N.Cl,0.23582386760966928
48414555,CC1=CC=C(C=C1)NC(=O)N,-0.1367205671564068
48414561,C1=CC(=CC=C1N)OC2=CC(=C(C=C2)N)N,1.2090115249111841
48414562,C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N,0.623423042943488
48414564,CCCCOP(=O)(OCCCC)OCCCC,-0.6242820958356683
48414568,C(=O)(C(Cl)(Cl)Cl)O,-0.5526682161121932
48414569,C1=C(C=C(C(=C1Cl)N)Cl)Cl,-0.1205739312058499
48414570,C(C(Cl)Cl)Cl,0.3851027839668654
48414572,C(=C(Cl)Cl)Cl,-1.0791812460476249
48414572,C(=C(Cl)Cl)Cl,-1.0791812460476249
48414575,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,-0.7185016888672743
48414576,C1=C(C=C(C(=C1Cl)O)Cl)Cl,-0.7339992865383869
48414580,C(C(CCl)Cl)Cl,2.2269453066357374
48414582,C(CO)N(CCO)CCO,0.17392519729917352
48414584,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC(=N2)NC(=O)C(F)(F)F,1.4881166390211256
48414585,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],0.007004901568658489
48414588,CC1=CC(=C(C=C1C)N)C,1.3439017979871681
48414589,CC1=CC(=C(C=C1C)N)C.Cl,0.5767541260631921
48414590,CC1=CC(=C(C(=C1)C)N)C.Cl,0.8416375079047503
48414593,COP(=O)(OC)OC,-0.3783979009481377
48414595,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],0.36957212497497616
48414601,C(CCl)OP(=O)(OCCCl)OCCCl,-0.5301996982030822
48414602,C(C(COCCl)OCCl)OCCl,1.8386319977650252
48414603,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,0.7375489102695705
48414605,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,-0.7701152947871016
48414608,CC1=C(N=C(C2=C1NC3=CC=CC=C32)C)N.CC(=O)O,0.8239087409443188
48414609,CC1=C2C3=CC=CC=C3NC2=CC(=N1)N.CC(=O)O,1.3098039199714864
48414616,C1=CNC(=O)NC1=O,-1.3891660843645326
48414619,CCOC(=O)N,0.721246399047171
48414623,CC(=O)OC=C,-1.6580113966571124
48414625,C=COC(=O)N,2.8477116556169433
48414626,C=CCl,0.4571745730408201
48414627,C=CF,0.7544873321858502
48414629,C=CC1CCC=CC1,0.00877392430750515
48414630,C=C(Cl)Cl,0.4473317838878068
48414641,CC1=CC(=C(C=C1)N)C.Cl,1.1040252676409354
48414642,CC1=CC(=C(C=C1)C)N.Cl,-0.5987905067631151
48414643,CC1=CC(=NNC2=CC=C(C=C2)NC(=O)C)C(=O)C=C1,-0.5786392099680724
48414647,C1=CC=C2C(=C1)C3=C4C(=CC=C5C4=C(C=C3)C(=O)C6=CC=CC=C65)C2=O,-1.515873843711679
48414653,CC1CCCC(=O)CCCC=CC2=CC(=CC(=C2C(=O)O1)O)O,0.9100948885606021
