SID,SMILES,Carcinogenicity-Rat
48414088,C1=CC=C2C(=C1)C=CC=C2NCCN.Cl.Cl,non-carcinogenic
48414092,C1=CC=C2C=C(C=CC2=C1)N,carcinogenic
48414094,CC1=C(C(=CC=C1)C)NC(=O)CN2CCCC2=O,non-carcinogenic
48414096,[Ni],non-carcinogenic
48414099,O.O.O.O.O.O.[O-]S(=O)(=O)[O-].[Ni+2],non-carcinogenic
48414101,CN1CCCC1C2=CN=CC=C2,non-carcinogenic
48414107,CCNC(=O)NC1=NC=C(S1)[N+](=O)[O-],carcinogenic
48414108,[N+](=O)([O-])[O-].[Na+],non-carcinogenic
48414110,C(C(=O)O)N(CC(=O)O)CC(=O)O,carcinogenic
48414111,C(C(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].O.[Na+].[Na+].[Na+],carcinogenic
48414112,N(=O)[O-].[Na+],carcinogenic
48414113,CCOC1=C(C=C(C=C1)NC(=O)C)[N+](=O)[O-],non-carcinogenic
48414114,COC1=C(C=C(C=C1)[N+](=O)[O-])N,carcinogenic
48414115,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,carcinogenic
48414116,C1=C(OC(=C1)[N+](=O)[O-])C(=NO)N,non-carcinogenic
48414117,CC(=O)OC(C1=CC=C(O1)[N+](=O)[O-])OC(=O)C,non-carcinogenic
48414118,C1=CC2=NC=C(N2C=C1)C3=CC=C(O3)[N+](=O)[O-],carcinogenic
48414119,C1=C(OC(=C1)[N+](=O)[O-])C2=NNC(=O)O2,carcinogenic
48414120,CC(=O)NCC1=NC(=NO1)C2=CC=C(O2)[N+](=O)[O-],carcinogenic
48414121,CC(=O)NC1=NN=C(S1)C2=CC=C(O2)[N+](=O)[O-],carcinogenic
48414122,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC=N2,carcinogenic
48414123,CC(=O)NC1=NC(=CS1)C2=CC=C(O2)[N+](=O)[O-],carcinogenic
48414124,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC(=N2)NC=O,carcinogenic
48414125,CC(=O)NC1=NC(=NC(=N1)C2=CC=C(O2)[N+](=O)[O-])NC(=O)C,carcinogenic
48414126,CCC=C(CC)[N+](=O)[O-],carcinogenic
48414127,C1=CC(=C(C=C1[As](=O)(O)O)[N+](=O)[O-])O,non-carcinogenic
48414128,C1=CC(=C(C=C1N)[N+](=O)[O-])N,non-carcinogenic
48414129,C1=CC(=C(C=C1[N+](=O)[O-])N)N,non-carcinogenic
48414130,CC1=C(C=C(C=C1)[N+](=O)[O-])N,non-carcinogenic
48414131,C1CC2=CC=CC3=C(C=CC1=C23)[N+](=O)[O-],carcinogenic
48414132,C1=CC(=CC=C1N)[N+](=O)[O-],non-carcinogenic
48414133,COC1=CC=CC=C1[N+](=O)[O-],carcinogenic
48414134,C1=CC(=C(C=C1[N+](=O)[O-])N)C(=O)O,non-carcinogenic
48414135,C1=CC=C(C=C1)[N+](=O)[O-],carcinogenic
48414136,C1=CC2=C(C=C1[N+](=O)[O-])NC=N2,non-carcinogenic
48414137,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],carcinogenic
48414138,CCCC[N+](=O)[O-],non-carcinogenic
48414139,CCC(C)[N+](=O)[O-],carcinogenic
48414140,CC[N+](=O)[O-],non-carcinogenic
48414141,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,carcinogenic
48414142,C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-],carcinogenic
48414143,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],carcinogenic
48414144,C1CN(C(=O)N1)N=CC2=CC=C(O2)[N+](=O)[O-],carcinogenic
48414145,N(=O)[O],non-carcinogenic
48414146,CN(CCCl)CCCl,carcinogenic
48414147,C[N+](CCCl)(CCCl)[O-],carcinogenic
48414148,C[N+](=O)[O-],carcinogenic
48414149,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],non-carcinogenic
48414150,CCC(CC)[N+](=O)[O-],carcinogenic
48414151,CCC[N+](=O)[O-],non-carcinogenic
48414152,CC(C)[N+](=O)[O-],non-carcinogenic
48414153,C(C[N+](=O)[O-])C(=O)O,non-carcinogenic
48414154,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-],carcinogenic
48414155,C1=CC2=C(C=CC(=C2)[N+](=O)[O-])N=C1,non-carcinogenic
48414156,C1=CC2=C(C(=C1)[N+](=O)[O-])N=CC=C2,carcinogenic
48414157,CC(C)OC1=CC=CC=C1OC(=O)N(C)N=O,carcinogenic
48414158,C(CC(F)(F)F)CN(CCCC(F)(F)F)N=O,carcinogenic
48414159,CC1CN(C(=O)NC1=O)N=O,non-carcinogenic
48414160,C1CN(C(=O)NC1=O)N=O,carcinogenic
48414161,CC(CN(CC(CO)O)N=O)O,carcinogenic
48414162,CC(=O)CN(CC(CO)O)N=O,carcinogenic
48414163,C(CO)N(CC(CO)O)N=O,carcinogenic
48414164,CC1CN(CC(N1C(=O)C2=CC=CC=C2)C)N=O,carcinogenic
48414165,C(CCl)NC(=O)N(CCO)N=O,carcinogenic
48414166,C1COC(CN1N=O)O,non-carcinogenic
48414167,CC(CN(C(=O)NCCCl)N=O)O,carcinogenic
48414168,CC(CN(CCO)N=O)O,carcinogenic
48414169,C1CN(CC1O)N=O,carcinogenic
48414170,CC(C)CN(C(=O)N)N=O,carcinogenic
48414171,CCCCCCCCCCCCN(C)N=O,carcinogenic
48414172,CN(C1=CC=C(C=C1)F)N=O,carcinogenic
48414173,CN(C1=CC=C(C=C1)[N+](=O)[O-])N=O,non-carcinogenic
48414174,CN(CCC1=CC=CC=C1)N=O,carcinogenic
48414175,CCCCCCCCCCCCCCN(C)N=O,carcinogenic
48414176,CCCCCCCCCCN(C)N=O,carcinogenic
48414177,CN(C(=O)N)N=O,carcinogenic
48414178,C1COC(=O)N1N=O,carcinogenic
48414179,CC(=O)CN(CCO)N=O,carcinogenic
48414180,C1CN(CN(C1)N=O)N=O,carcinogenic
48414181,C1CN(CC=C1)N=O,carcinogenic
48414182,CCN(CC(F)(F)F)N=O,carcinogenic
48414183,CC1=CC(N(C2=CC=CC=C12)N=O)(C)C,carcinogenic
48414184,CC1CN(CC(N1C)C)N=O,carcinogenic
48414185,C=CCN(CC(CO)O)N=O,carcinogenic
48414186,CC(CN(CC=C)N=O)O,carcinogenic
48414187,CC(=O)CN(CC=C)N=O,carcinogenic
48414188,C=CCN(CCO)N=O,carcinogenic
48414189,CCCCCN(C(=O)OCC)N=O,carcinogenic
48414190,C1CCN(C(C1)C2=CN=CC=C2)N=O,carcinogenic
48414191,CN(C(=O)NC1=NC2=CC=CC=C2S1)N=O,carcinogenic
48414192,CC(CN(CC(C)O)N=O)O,carcinogenic
48414193,CC(=O)CN(CC(=O)C)N=O,carcinogenic
48414194,C(C(F)(F)F)N(CC(F)(F)F)N=O,non-carcinogenic
48414196,CC1=C(N=CN1)CSCCN=C(NC#N)N(C)N=O,non-carcinogenic
48414197,CCCCN(CCCC)N=O,carcinogenic
48414198,C(CO)N(CCO)N=O,carcinogenic
48414199,CCN(CC)N=O,carcinogenic
48414200,CN(C)N=O,carcinogenic
48414201,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,carcinogenic
48414202,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O,carcinogenic
48414203,CCCN(CCC)N=O,carcinogenic
48414204,C1N(CSCS1)N=O,non-carcinogenic
48414205,C1CCCCCCN(CCCCC1)N=O,carcinogenic
48414206,CC(C(C1=CC=CC=C1)O)N(C)N=O,carcinogenic
48414207,CCN(C)N=O,carcinogenic
48414208,CCN(C(=O)OCC)N=O,carcinogenic
48414209,COC(=O)C1=CCCN(C1)N=O,non-carcinogenic
48414210,C1CCCN(CCC1)N=O,carcinogenic
48414212,C1C(=O)NC(=O)N1N=O,carcinogenic
48414213,C1C(CN(C1C(=O)O)N=O)O,non-carcinogenic
48414214,C(C(=O)O)N(CC(=O)O)N=O,non-carcinogenic
48414215,CN(CCCC(=O)O)N=O,carcinogenic
48414216,CN(CC(CO)O)N=O,carcinogenic
48414217,CN(CCO)N=O,carcinogenic
48414218,CN(CCCO)N=O,carcinogenic
48414219,CC(CN(C)N=O)O,carcinogenic
48414220,CC(=O)CN(C)N=O,carcinogenic
48414221,CC1=CC=C(C=C1)S(=O)(=O)OCCN(C)N=O,carcinogenic
48414222,CN(C1=CC=CC=N1)N=O,carcinogenic
48414223,CN(C1=CN=CC=C1)N=O,non-carcinogenic
48414224,CN(C1=CC=NC=C1)N=O,non-carcinogenic
48414225,CN(C1=CC=CC=C1)N=O,carcinogenic
48414227,CCCCCCCCCCCN(C)N=O,carcinogenic
48414228,C1COCCN1N=O,carcinogenic
48414229,C1CC(N(C1)N=O)C2=CN=CC=C2,carcinogenic
48414230,C1CC(N(C1)N=O)C2=C[N+](=CC=C2)[O-],carcinogenic
48414231,C1CCN(C(C1)C(=O)O)N=O,non-carcinogenic
48414232,C1CN(CCN1)N=O,carcinogenic
48414233,C1CCN(CC1)N=O,carcinogenic
48414234,C1CC(N(C1)N=O)C(=O)O,non-carcinogenic
48414235,C1CCN(C1)N=O,carcinogenic
48414236,CC1N(C(SC(S1)C)C)N=O,carcinogenic
48414237,C1CSCCN1N=O,carcinogenic
48414238,CC1=CC=CC=C1N=O,carcinogenic
48414239,CC1=CC=CC=C1[N+](=O)[O-],carcinogenic
48414240,CC1=CC=C(C=C1)[N+](=O)[O-],carcinogenic
48414245,C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,non-carcinogenic
48414246,CC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34)C)C#C,carcinogenic
48414247,C1=CC=C(C=C1)C(=O)OOC(=O)C2=CC=CC=C2,non-carcinogenic
48414248,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,carcinogenic
48414249,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)C(=C(Cl)Cl)Cl,non-carcinogenic
48414252,CCCCCCCCC=CCCCCCCCC(=O)[O-].[Na+],non-carcinogenic
48414254,CC1=C(SSC1=S)C2=NC=CN=C2,non-carcinogenic
48414255,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,carcinogenic
48414256,C1=CC=C(C=C1)NC2=C(C=C(C=C2)NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)[O-].[Na+],carcinogenic
48414257,C1=CC=C(C=C1)NN=C2C(=O)C=CC3=CC(=CC(=C32)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],non-carcinogenic
48414258,C1=C(NC(=O)NC1=O)C(=O)[O-].[Na+],non-carcinogenic
48414259,CC(CCC=C(C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)OC(=O)C=CC6=CC(=C(C=C6)O)OC)C)C,non-carcinogenic
48414260,CNCC1=CC=C(O1)CSCCNC(=NCC(C2=CC=C(C=C2)O)O)NS(=O)(=O)C,non-carcinogenic
48414262,CNC(=O)ON=C(C(=O)N(C)C)SC,non-carcinogenic
48414263,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,non-carcinogenic
48414264,CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2=O,carcinogenic
48414265,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,carcinogenic
48414266,CC(=O)CN(C(=O)NCCCl)N=O,non-carcinogenic
48414267,CC(=O)CN(C(=O)N)N=O,non-carcinogenic
48414268,C=CC(=O)C1=CC2=C(C=C1)OCO2,non-carcinogenic
48414269,CC(C)NCC(COC1=CC=CC=C1OCC=C)O.Cl,non-carcinogenic
48414270,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,carcinogenic
48414271,C1COCCN1C(=S)SN2CCOCC2,carcinogenic
48414273,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,carcinogenic
48414274,CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O.Cl,non-carcinogenic
48414275,[O-][O+]=O,non-carcinogenic
48414276,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)(C)CN(C)CC2=CC=CC=C2)C3=C(C=CC(=C3)[N+](=O)[O-])F)C(=O)OC.Cl,non-carcinogenic
48414277,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],non-carcinogenic
48414278,C1C=C2C(=CC(=O)O2)C(O1)O,non-carcinogenic
48414279,CC1(C(N2C(S1)C(C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.[K+],non-carcinogenic
48414280,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,carcinogenic
48414281,C(C(Cl)(Cl)Cl)(Cl)Cl,non-carcinogenic
48414282,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-],non-carcinogenic
48414283,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,carcinogenic
48414283,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,carcinogenic
48414283,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,carcinogenic
48414286,C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-],non-carcinogenic
48414288,CCCCCN(C(=N[N+](=O)[O-])N)N=O,non-carcinogenic
48414291,C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3.C(=CC(=O)O)C(=O)O,non-carcinogenic
48414292,CC1CC2(C(O2)C)C(=O)OC3CCN(CC=C(C3=O)COC(=O)C1(C)O)C,carcinogenic
48414293,CCOC1=CC=C(C=C1)NC(=O)C,carcinogenic
48414294,CC1=CC(=O)N(N1C)C2=CC=CC=C2,carcinogenic
48414295,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,carcinogenic
48414296,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)CC5=CC=C(C=C5)N(CCCl)CCCl)C)C,carcinogenic
48414297,C1=CC=C(C=C1)CCN=C=S,non-carcinogenic
48414298,C1=CC=C(C=C1)CCN=C(N)N=C(N)N.Cl,non-carcinogenic
48414299,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,non-carcinogenic
48414300,CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Na+],carcinogenic
48414301,C1=CC=C(C=C1)O,non-carcinogenic
48414302,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,carcinogenic
48414304,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,carcinogenic
48414305,CN(C)N=NC1=CC=CC=C1,carcinogenic
48414307,CC1=NN(C(=O)C1)C2=CC=CC=C2,non-carcinogenic
48414308,C1=CC=C(C=C1)NC2=CC3=CC=CC=C3C=C2,non-carcinogenic
48414309,C1=CC=C(C=C1)NC2=CC=C(C=C2)N.Cl,non-carcinogenic
48414310,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,carcinogenic
48414311,C1=CC=C(C=C1)C(=CCCCCC(=O)O)C2=CN=CC=C2,non-carcinogenic
48414312,C1=CC=C(C=C1)NC(=S)N,non-carcinogenic
48414313,C1=CC=C(C=C1)NN=C2C(=O)C=CC3=CC=CC=C32,carcinogenic
48414314,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,carcinogenic
48414316,C1=CC(=CC=C1N)N,non-carcinogenic
48414317,C1=CC(=CC(=C1)N)N.Cl.Cl,non-carcinogenic
48414318,C1=CC=C(C(=C1)N)N.Cl.Cl,carcinogenic
48414319,C1=CC(=CC=C1N)N.Cl.Cl,non-carcinogenic
48414320,CNCC(C1=CC(=CC=C1)O)O.Cl,non-carcinogenic
48414321,COC1=C(C=CC(=C1)C=CC(=O)OCCC2=CC=CC=C2)O,non-carcinogenic
48414323,C1C(O1)COC2=CC=CC=C2,carcinogenic
48414324,C1=CC=C(C=C1)CCCCCCN=C=S,non-carcinogenic
48414329,C1=CC=C(C=C1)C2=CC=CC=C2O,carcinogenic
48414331,C1=CC=C(C=C1)C2=CC=CC=C2[O-].[Na+],carcinogenic
48414332,C1=CC=C(C=C1)CCCN=C=S,non-carcinogenic
48414333,CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N.Cl,carcinogenic
48414336,P,non-carcinogenic
48414337,C1=CC=C(C(=C1)C(=O)N)C(=O)N,non-carcinogenic
48414338,C1=CC=C2C(=C1)C(=O)OC2=O,non-carcinogenic
48414339,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,non-carcinogenic
48414341,CCC1C(COC1=O)CC2=CN=CN2C,non-carcinogenic
48414342,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,non-carcinogenic
48414343,C1CNCCN1,non-carcinogenic
48414344,C1CCNCC1,non-carcinogenic
48414345,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,carcinogenic
48414347,CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2,non-carcinogenic
48414348,CC1CCCC(N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C.Cl,non-carcinogenic
48414349,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,non-carcinogenic
48414350,CC1(COC1=O)C,carcinogenic
48414352,C1=C(C(=CC(=C1Br)Br)Br)C2=CC(=C(C=C2Br)Br)Br,carcinogenic
48414353,C1=CC(=C(C(=C1C2=CC(=C(C(=C2)Br)Br)Br)Br)Br)Br,non-carcinogenic
48414355,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,non-carcinogenic
48414356,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(C1C(CC(O1)OCCO)OCCO)OCCO,non-carcinogenic
48414357,C=CC1=CC=CC=[N+]1[O-],non-carcinogenic
48414358,C(=O)(O)[O-].[K+],carcinogenic
48414359,[Cl-].[K+],non-carcinogenic
48414360,[K+].[I-],carcinogenic
48414361,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,non-carcinogenic
48414362,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5.C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5.O,non-carcinogenic
48414363,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,non-carcinogenic
48414364,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,non-carcinogenic
48414365,CC12CC(C3C(C1CCC2(C(=O)COC(=O)CCCC4=CC=C(C=C4)N(CCCl)CCCl)O)CCC5=CC(=O)C=CC35C)O,carcinogenic
48414366,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,carcinogenic
48414368,CC12CCC3C(=CCC4=C3C=CC(=C4)OS(=O)(=O)[O-])C1CCC2=O.[Na+],non-carcinogenic
48414370,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,non-carcinogenic
48414371,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,non-carcinogenic
48414372,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,carcinogenic
48414373,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,carcinogenic
48414375,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,non-carcinogenic
48414378,C1COS(=O)(=O)C1,carcinogenic
48414380,C1COC1=O,carcinogenic
48414381,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,non-carcinogenic
48414384,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,non-carcinogenic
48414386,CCCN(C(=N[N+](=O)[O-])N)N=O,carcinogenic
48414387,CCCN(C(=O)N)N=O,carcinogenic
48414388,CC=C,non-carcinogenic
48414389,CC(CO)O,non-carcinogenic
48414390,CC(COC(C)(C)C)O,non-carcinogenic
48414391,CC1CO1,carcinogenic
48414393,CCCC1=CC(=O)NC(=S)N1,carcinogenic
48414395,CCNNC(=O)C1C(C(C2=CC3=C(C=C2C1C4=CC(=C(C(=C4)OC)OC)OC)OCO3)O)CO,non-carcinogenic
48414396,C1=CC(=C(C=C1C(=O)O)O)O,non-carcinogenic
48414397,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])NN=C3C(=O)C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],carcinogenic
48414398,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3O)O)O,carcinogenic
48414399,C1=CN=C(C=N1)C(=O)N,non-carcinogenic
48414400,C1=CC=NC=C1,carcinogenic
