SID,SMILES,Carcinogenicity-Rat
48414401,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,carcinogenic
48414402,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,non-carcinogenic
48414403,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,carcinogenic
48414404,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O.O.O,non-carcinogenic
48414406,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl,non-carcinogenic
48414407,C1=CC(=CC=C1NO)N=O,carcinogenic
48414408,CN1C=C(C2=CC=CC=C21)C(=O)C3CCC4=C(C3)NC=N4.Cl,non-carcinogenic
48414409,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)N=NC3=C(C=C(C=C3)C4=CC(=C(C=C4)NN=C5C(=O)C=CC6=CC(=CC(=C65)S(=O)(=O)[O-])S(=O)(=O)[O-])C)C.[Na+].[Na+],carcinogenic
48414410,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])NN=C3C=C(C4=CC=CC=C4C3=O)S(=O)(=O)[O-].[Na+].[Na+],non-carcinogenic
48414411,CC1=CC(=C(C=C1)NN=C2C(=O)C=CC3=CC=CC=C32)[N+](=O)[O-],carcinogenic
48414412,COC1=C(C=C(C=C1)[N+](=O)[O-])NN=C2C3=CC=CC=C3C=C(C2=O)C(=O)NC4=CC(=CC=C4)[N+](=O)[O-],non-carcinogenic
48414413,CC1=CC(=C(C=C1)NN=C2C3=C(C=CC(=C3)S(=O)(=O)[O-])C=C(C2=O)S(=O)(=O)[O-])C.[Na+].[Na+],carcinogenic
48414414,CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])NN=C2C(=O)C=CC3=CC=CC=C32.CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])NN=C2C(=O)C=CC3=CC=CC=C32.[Ba+2],carcinogenic
48414415,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)[O-])NN=C3C(=O)C=CC4=CC=CC=C43.[Na+],non-carcinogenic
48414416,CC1=CC(=C(C=C1C)NN=C2C3=C(C=C(C=C3)S(=O)(=O)[O-])C=C(C2=O)S(=O)(=O)[O-])C.[Na+].[Na+],carcinogenic
48414417,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])NN=C3C4=C(C=C(C=C4)S(=O)(=O)[O-])C=C(C3=O)S(=O)(=O)[O-].[Na+].[Na+].[Na+],carcinogenic
48414418,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)I)[O-])I)I)I)C(=O)[O-].[Na+].[Na+],non-carcinogenic
48414419,CC1=CC(=C(C=C1NN=C2C=C(C3=CC=CC=C3C2=O)S(=O)(=O)[O-])S(=O)(=O)[O-])C.[Na+].[Na+],carcinogenic
48414420,CCN(CC)C1=C(C=C2C(=C1)OC3=CC(=[N+](CC)CC)C(=CC3=C2C4=C(C=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-])C)C.[Na+],non-carcinogenic
48414421,C1=CC(=C(C=C1N)[N+](=O)[O-])NCCO,non-carcinogenic
48414422,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,carcinogenic
48414423,C1=CC(=CC(=C1)O)O,non-carcinogenic
48414424,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,non-carcinogenic
48414425,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCOC(=O)C)C)C,carcinogenic
48414426,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C,non-carcinogenic
48414427,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C,carcinogenic
48414428,CCNC1=C(C=C2C(=C1)OC3=CC(=NCC)C(=CC3=C2C4=CC=CC=C4C(=O)OCC)C)C.Cl,non-carcinogenic
48414429,CC=C1CC(=C)C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O,carcinogenic
48414430,CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,non-carcinogenic
48414431,CCN1C2=C(C(=N1)C)NC(=O)CN=C2C3=CC=CC=C3,non-carcinogenic
48414432,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,non-carcinogenic
48414433,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,carcinogenic
48414434,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,non-carcinogenic
48414435,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O.OS(=O)(=O)O,non-carcinogenic
48414436,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,non-carcinogenic
48414437,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,non-carcinogenic
48414438,C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].C1=CC=C2C(=C1)C(=NS2(=O)=O)[O-].[Ca+2],non-carcinogenic
48414439,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+],carcinogenic
48414440,C=CCC1=CC2=C(C=C1)OCO2,carcinogenic
48414441,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,carcinogenic
48414442,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O,carcinogenic
48414444,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4.O.O.O.Br,non-carcinogenic
48414450,S=[Se],carcinogenic
48414451,CC=C1CC(C(C(=O)OCC2=CCN(CCC(C2=O)OC1=O)C)(C)O)C,carcinogenic
48414452,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,non-carcinogenic
48414453,C1OC2=C(O1)C=C(C=C2)O,carcinogenic
48414455,C(=O)(O)[O-].[Na+],non-carcinogenic
48414457,[Na+].[Cl-],non-carcinogenic
48414458,[O-]Cl=O.[Na+],non-carcinogenic
48414459,CCC1=C(C2=CC3=NC(=CC4=NC(=C(C5=NC(=C(C5=C([O-])[O-])C)C=C1[N-]2)CC(=O)[O-])C(C4C)CCC(=O)[O-])C(=C3C=C)C)C.[Na+].[Na+].[Na+].[Cu+2],non-carcinogenic
48414460,CCN(CC)C(=S)[S-].O.O.O.[Na+],non-carcinogenic
48414461,[O-]Cl.[Na+],non-carcinogenic
48414462,[O-]P(=O)=O.[Na+],non-carcinogenic
48414463,CC=CC=CC(=O)O,non-carcinogenic
48414464,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl,non-carcinogenic
48414466,COC1=C2C(=C3C4C=COC4OC3=C1)OC5=C(C2=O)C(=CC=C5)O,carcinogenic
48414467,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,non-carcinogenic
48414469,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,carcinogenic
48414471,C=CC1=CC=CC=C1,carcinogenic
48414472,C1=CC=C(C=C1)C=C[N+](=O)[O-],non-carcinogenic
48414473,C1C(O1)C2=CC=CC=C2,carcinogenic
48414474,C1CC(=O)OC1=O,non-carcinogenic
48414477,CC(C)C(=O)OCC1C(C(C(O1)(COC(=O)C)OC2C(C(C(C(O2)COC(=O)C)OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C,non-carcinogenic
48414478,CCN(CC)C(=S)SCC(=C)Cl,carcinogenic
48414481,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,non-carcinogenic
48414483,C1C=CCS1(=O)=O,non-carcinogenic
48414484,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C,carcinogenic
48414485,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,non-carcinogenic
48414486,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,non-carcinogenic
48414487,CC=C(C)C(=O)OC1CCN2C1C(=CC2)COC(=O)C(C(C)C)(C(C)O)O,carcinogenic
48414489,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,non-carcinogenic
48414490,CN1C(=O)CC(NC1=O)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)N.O.O.O.O,non-carcinogenic
48414491,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,carcinogenic
48414494,C(CS(=O)(=O)O)N,non-carcinogenic
48414495,C1CC(OC1)N2C=C(C(=O)NC2=O)F,non-carcinogenic
48414497,C(C=CCl)Cl,carcinogenic
48414497,C(C=CCl)Cl,carcinogenic
48414500,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,carcinogenic
48414501,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,carcinogenic
48414502,COC1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl,non-carcinogenic
48414503,C1=C(C(=CC(=C1Cl)N)Cl)C2=CC(=C(C=C2Cl)N)Cl,non-carcinogenic
48414504,C1=C2C(=CC(=C1Cl)Cl)OC3=CC(=C(C=C3O2)Cl)Cl,carcinogenic
48414506,C(C(Cl)(Cl)Cl)Cl,non-carcinogenic
48414507,C(C(Cl)Cl)(Cl)Cl,non-carcinogenic
48414508,C(=C(Cl)Cl)(Cl)Cl,carcinogenic
48414510,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,non-carcinogenic
48414511,CCN(CC)C(=S)SSC(=S)N(CC)CC,non-carcinogenic
48414512,C1(=C(C(=C(C(=C1F)F)F)N)F)N.Cl.Cl,non-carcinogenic
48414513,C(C(F)(F)F)F,carcinogenic
48414514,C(=C(F)F)(F)F,carcinogenic
48414515,C1CCON(C1)N=O,carcinogenic
48414516,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)O,non-carcinogenic
48414517,C1CCOC1,carcinogenic
48414518,C1CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,non-carcinogenic
48414519,C(O)[P+](CO)(CO)CO.[Cl-],non-carcinogenic
48414520,C(O)[P+](CO)(CO)CO.C(O)[P+](CO)(CO)CO.[O-]S(=O)(=O)[O-],non-carcinogenic
48414521,CN(C)C(=S)SSC(=S)N(C)C,non-carcinogenic
48414523,C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],carcinogenic
48414524,CN(C)CCN(CC1=CSC=C1)C2=CC=CC=N2,non-carcinogenic
48414525,CN1C2=C(C(=O)N(C1=O)C)NC=N2,non-carcinogenic
48414526,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,non-carcinogenic
48414527,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,non-carcinogenic
48414528,C1CN1P(=S)(N2CC2)N3CC3,carcinogenic
48414529,CC(=S)N,carcinogenic
48414530,CC1=CC(=C(C=C1SC2=CC(=C(C=C2C)O)C(C)(C)C)C(C)(C)C)O,non-carcinogenic
48414532,C(#N)[S-].[Na+],non-carcinogenic
48414533,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,carcinogenic
48414534,C1C(C(OC1N2C=NC3=C2NC(=NC3=S)N)CO)O,carcinogenic
48414535,C(=S)(N)NN,non-carcinogenic
48414536,C1=CNC(=S)NC1=O,carcinogenic
48414537,C(=S)(N)N,carcinogenic
48414538,CCOC(=O)C1(CCC=CC1N(C)C)C2=CC=CC=C2.C(=CC(=O)O)C(=O)O,non-carcinogenic
48414539,CC(C)(C)NCC(COC1=CN(C(=O)C2=CC=CC=C21)C)O.Cl,non-carcinogenic
48414540,[Cl-].[Cl-].[Sn+2],non-carcinogenic
48414541,O=[Ti]=O,non-carcinogenic
48414543,C1C=CC=[C-]1.C1C=CC=[C-]1.[Cl-].[Cl-].[Ti+4],non-carcinogenic
48414544,CC1=C(C(=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O,non-carcinogenic
48414545,CC1=C2C(=C(C(=C1C)OC(=O)C)C)CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C,non-carcinogenic
48414547,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,non-carcinogenic
48414548,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,non-carcinogenic
48414549,CC1=CC=CC=C1,carcinogenic
48414550,CC1=C(C=C(C=C1)N=C=O)N=C=O,carcinogenic
48414551,CC1=CC=CC=C1S(=O)(=O)N,carcinogenic
48414552,CC1=CC(=CC=C1)N.Cl,non-carcinogenic
48414553,CC1=CC=CC=C1N.Cl,carcinogenic
48414554,CC1=CC=C(C=C1)N.Cl,non-carcinogenic
48414555,CC1=CC=C(C=C1)NC(=O)N,non-carcinogenic
48414556,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,non-carcinogenic
48414557,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,non-carcinogenic
48414559,C1CN1C2=CC(=O)C(=C(C2=O)N3CC3)N4CC4,carcinogenic
48414560,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,carcinogenic
48414562,C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N,non-carcinogenic
48414563,C(Br)(Br)Br,carcinogenic
48414564,CCCCOP(=O)(OCCCC)OCCCC,carcinogenic
48414565,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,carcinogenic
48414567,C(C(F)(Cl)Cl)(F)(F)Cl,non-carcinogenic
48414568,C(=O)(C(Cl)(Cl)Cl)O,non-carcinogenic
48414569,C1=C(C=C(C(=C1Cl)N)Cl)Cl,non-carcinogenic
48414570,C(C(Cl)Cl)Cl,non-carcinogenic
48414571,CC(Cl)(Cl)Cl,non-carcinogenic
48414572,C(=C(Cl)Cl)Cl,carcinogenic
48414572,C(=C(Cl)Cl)Cl,carcinogenic
48414574,C(F)(Cl)(Cl)Cl,non-carcinogenic
48414575,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,non-carcinogenic
48414576,C1=C(C=C(C(=C1Cl)O)Cl)Cl,carcinogenic
48414578,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,non-carcinogenic
48414579,COP(=O)(C(C(Cl)(Cl)Cl)O)OC,non-carcinogenic
48414580,C(C(CCl)Cl)Cl,carcinogenic
48414581,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,non-carcinogenic
48414582,C(CO)N(CCO)CCO,non-carcinogenic
48414583,C(COCCOCCO)O,non-carcinogenic
48414584,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC(=N2)NC(=O)C(F)(F)F,carcinogenic
48414585,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],non-carcinogenic
48414586,CC1(C(=O)N(C(=O)O1)C)C,non-carcinogenic
48414587,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,non-carcinogenic
48414588,CC1=CC(=C(C=C1C)N)C,carcinogenic
48414589,CC1=CC(=C(C=C1C)N)C.Cl,carcinogenic
48414590,CC1=CC(=C(C(=C1)C)N)C.Cl,carcinogenic
48414591,C[As](=O)(C)C,carcinogenic
48414592,CC1=CC(=C(C=C1)C)C,carcinogenic
48414593,COP(=O)(OC)OC,non-carcinogenic
48414594,CNC(=S)N(C)C,carcinogenic
48414596,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],non-carcinogenic
48414597,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],carcinogenic
48414599,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.O,non-carcinogenic
48414600,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3.O.Cl,non-carcinogenic
48414601,C(CCl)OP(=O)(OCCCl)OCCCl,carcinogenic
48414603,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,carcinogenic
48414604,C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,carcinogenic
48414605,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,non-carcinogenic
48414606,CC(CN(CC(C)O)CC(C)O)O,non-carcinogenic
48414607,CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC,non-carcinogenic
48414608,CC1=C(N=C(C2=C1NC3=CC=CC=C32)C)N.CC(=O)O,carcinogenic
48414609,CC1=C2C3=CC=CC=C3NC2=CC(=N1)N.CC(=O)O,carcinogenic
48414610,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,non-carcinogenic
48414611,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,non-carcinogenic
48414612,[O-][W](=O)(=O)[O-].[Na+].[Na+],non-carcinogenic
48414613,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,non-carcinogenic
48414613,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,non-carcinogenic
48414616,C1=CNC(=O)NC1=O,carcinogenic
48414617,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,non-carcinogenic
48414618,C(=O)(N)N,non-carcinogenic
48414619,CCOC(=O)N,carcinogenic
48414620,[O-]S(=O)(=O)[O-].O=[V+2],non-carcinogenic
48414622,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,non-carcinogenic
48414623,CC(=O)OC=C,carcinogenic
48414624,C=CBr,carcinogenic
48414626,C=CCl,carcinogenic
48414627,C=CF,carcinogenic
48414628,CC1=CC=CC(=C1)C=C,non-carcinogenic
48414630,C=C(Cl)Cl,non-carcinogenic
48414631,C=C(F)F,non-carcinogenic
48414632,C=CN1CCCC1=O,carcinogenic
48414633,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](C)C)C=C3)C4=CC=C(C=C4)N(CC)CC5=CC(=CC=C5)S(=O)(=O)[O-].[Na+],carcinogenic
48414634,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,non-carcinogenic
48414635,CC1=C(C(C(=C(N1)C)C(=O)OCCC2=CC=C(C=C2)N3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)C6=CC(=CC=C6)[N+](=O)[O-])C(=O)OC.Cl.Cl,non-carcinogenic
48414638,CC1=C(C(=CC=C1)C)NC2=NCCCS2.Cl,non-carcinogenic
48414639,CC1=CC(=CC=C1)C,carcinogenic
48414639,CC1=CC(=CC=C1)C,carcinogenic
48414641,CC1=CC(=C(C=C1)N)C.Cl,non-carcinogenic
48414642,CC1=CC(=C(C=C1)C)N.Cl,carcinogenic
48414643,CC1=CC(=NNC2=CC=C(C=C2)NC(=O)C)C(=O)C=C1,carcinogenic
48414644,CC(=O)C(C(=O)NC1=CC=CC=C1)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC=CC=C4)Cl)Cl,non-carcinogenic
48414645,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)NC(=O)C(C(=O)C)N=NC3=C(C=C(C=C3)Cl)Cl)C)NC(=O)C(C(=O)C)N=NC4=C(C=C(C=C4)Cl)Cl,non-carcinogenic
48414646,CC(=O)C(C(=O)NC1=CC(=C(C=C1OC)Cl)OC)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC(=C(C=C4OC)Cl)OC)Cl)Cl,non-carcinogenic
48414647,C1=CC=C2C(=C1)C3=C4C(=CC=C5C4=C(C=C3)C(=O)C6=CC=CC=C65)C2=O,non-carcinogenic
48414648,C1=CC(=CC=C1NN=C2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],non-carcinogenic
48414649,C1=CC(=CC=C1NN=C2C3=C(C=CC2=O)C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],non-carcinogenic
48414651,C1=CC(=C(C=C1[N+](=O)[O-])OCCO)NCCO,non-carcinogenic
48414652,CC1(CC2=C(O1)C(=CC(=C2)Cl)C(=O)NC3CC4CCC(C3)N4C)C.C(=CC(=O)O)C(=O)O,non-carcinogenic
48414653,CC1CCCC(=O)CCCC=CC2=CC(=CC(=C2C(=O)O1)O)O,non-carcinogenic
48414654,CC(=O)[O-].CC(=O)[O-].O.O.[Zn+2],non-carcinogenic
48414657,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],carcinogenic
48414658,C(CNC(=S)[S-])NC(=S)[S-].[Zn+2],carcinogenic
