SID,SMILES,-log10(Carcinogenicity-Rat_(TD50) [mmol/kg-bw/day])
48413950,CC1=NC=C(C=C1)CC2=CN=C(NC2=O)NCCSCC3=CC=C(O3)CN(C)C.Cl.Cl.Cl,-0.8082109729242221
48413957,C(=C[O-])C=O.[Na+],-0.11394335230683678
48413958,C(CNC(=S)[S-])NC(=S)[S-].[Mn+2],0.22767829327708025
48413963,CC1=C(N=C2C(=C1)C3=CC=CC=C3N2)[NH3+].CC(=O)[O-],1.585026652029182
48413965,CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,2.109020403010311
48413966,C1(=NC(=NC(=N1)N)N)N,-0.7656685547590141
48413968,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,3.5128616245228135
48413971,C1=CC=C2C(=C1)NC(=S)S2,-0.31386722036915343
48413975,[Cl-].[Cl-].[Hg+2],1.9393021596463882
48413979,CC1CN1P(=O)(N2CC2C)N3CC3C,1.6840296545430822
48413983,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,1.5128616245228135
48413985,CN1C=CNC1=S,2.0004345117740177
48413990,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)N,0.8664610916297825
48413991,COC1=CC=CC(=C1O)O,0.45842075605341914
48413993,COC1=CC=C(C=C1)O,-0.724275869600789
48413995,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,0.8239087409443188
48413996,CCN=[N+](C)[O-],0.8827287043442358
48413998,CC(C)(C)OC,-0.9009130677376691
48413999,COC(=O)N,0.12262865413022594
48414002,CC(C)(C(=O)OC)OC1=CC=C(C=C1)C2=CC=C(C=C2)Cl,1.8041003475907664
48414004,CC1=CC(=CC=C1)N=NC2=CC=C(C=C2)N(C)C,1.8632794328435933
48414005,CN(C1=CC=C(C=C1)N=O)N=O,2.1040252676409352
48414012,CN(C(=N[N+](=O)[O-])N)N=O,2.2628073572952627
48414013,CC1=C(C2=C(C=C1)C(=O)C3=CC=CC=C3C2=O)[N+](=O)[O-],0.49894073778224846
48414014,CC1CN(C(=O)N1)N=CC2=CC=C(O2)[N+](=O)[O-],1.6497519816658373
48414015,CN(C1=CC=C(C=C1)C=CC2=CC=NC3=CC=CC=C23)N=O,2.616184634019569
48414016,CN(C(=O)C1=CC=CC=C1)N=O,1.705533773838407
48414017,CN(C(=O)NCCCC(C(=O)O)N)N=O,2.4424927980943423
48414018,CC1CCCCN1N=O,0.7986028756795485
48414019,CC1CCCCN1N=O,0.9871627752948278
48414025,CC(C1=CC=CC=C1)O,-0.5740312677277188
48414027,CC1=CC(=C(C=C1)O)O,-0.3010299956639812
48414028,CC1=C2CCC3=C2C(=CC4=C3C=CC5=CC=CC=C54)C=C1,2.7375489102695707
48414031,C1=CC(=C(C=C1CC2=CC(=C(C=C2)N)Cl)Cl)N,1.1414628024303608
48414033,CC1=C(C=CC(=C1)CC2=CC(=C(C=C2)N)C)N,1.486782399932061
48414034,C(Cl)Cl,-0.9304395947667001
48414035,CN(C)C1=CC=C(C=C1)CC2=CC=C(C=C2)N(C)C,1.1904402853647322
48414037,C1=CC(=CC=C1CC2=CC=C(C=C2)N)N.Cl.Cl,1.1319436381769585
48414038,CCC(=NO)C,0.06803388527182737
48414039,COC1=C(C=C(C=C1)CC=C)OC,0.9546770212133425
48414045,CC1=NC=CN1,-1.0253058652647702
48414048,CN[N+](=O)[O-],0.640164517660112
48414049,CN(CCCC(C1=CN=CC=C1)O)N=O,3.3080348972326394
48414050,CN(CCCC(=O)C1=CN=CC=C1)N=O,3.3169529617611504
48414053,CN(C#N)N=O,2.248720896016658
48414062,CC1=NC=C(N1CCO)[N+](=O)[O-],-0.5010592622177514
48414064,CN(C)C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)N(C)C,1.6777807052660807
48414065,C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,2.489454989793388
48414066,C12C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl,2.543633966870957
48414068,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N,5.515700160653214
48414072,CC1C(=O)OC2CCN3C2C(=CC3)COC(=O)C(C1(C)O)(C)O,2.5391021572434522
48414074,CNC(=O)C1=C(N=CN1C)N(C)N=O,2.294992040666664
48414079,C1COCCN1C2=NC(=NC3=CC=CC=C32)C4=CC=C(S4)[N+](=O)[O-],1.832682665251824
48414080,C1COCCN1CC2CN(C(=O)O2)N=CC3=CC=C(O3)[N+](=O)[O-].Cl,1.7569619513137056
48414082,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CCCC3=CC=CC=C23,1.4509967379742121
48414083,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,0.06248210798265336
48414084,C1=CC=C2C=CC=CC2=C1,0.7644715530924511
48414087,C1=CC2=C(C=CC=C2N)C(=C1)N,0.3565473235138126
48414092,C1=CC=C2C=C(C=CC2=C1)N,0.36653154442041347
48414107,CCNC(=O)NC1=NC=C(S1)[N+](=O)[O-],0.2175273758337138
48414110,C(C(=O)O)N(CC(=O)O)CC(=O)O,-0.9666109866819343
48414111,C(C(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].O.[Na+].[Na+].[Na+],-0.12710479836480765
48414112,N(=O)[O-].[Na+],-0.38381536598043126
48414114,COC1=C(C=C(C=C1)[N+](=O)[O-])N,0.4934949675951279
48414115,C1=C(OC(=C1)[N+](=O)[O-])C=NNC(=O)N,1.453457336521869
48414118,C1=CC2=NC=C(N2C=C1)C3=CC=C(O3)[N+](=O)[O-],1.2269453066357374
48414119,C1=C(OC(=C1)[N+](=O)[O-])C2=NNC(=O)O2,1.359518563029578
48414120,CC(=O)NCC1=NC(=NO1)C2=CC=C(O2)[N+](=O)[O-],0.6270879970298935
48414121,CC(=O)NC1=NN=C(S1)C2=CC=C(O2)[N+](=O)[O-],1.458420756053419
48414122,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC=N2,1.4078232426041333
48414123,CC(=O)NC1=NC(=CS1)C2=CC=C(O2)[N+](=O)[O-],1.1530446749801762
48414124,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC(=N2)NC=O,1.749579997691106
48414125,CC(=O)NC1=NC(=NC(=N1)C2=CC=C(O2)[N+](=O)[O-])NC(=O)C,1.337242168318426
48414126,CCC=C(CC)[N+](=O)[O-],1.1739251972991736
48414131,C1CC2=CC=CC3=C(C=CC1=C23)[N+](=O)[O-],1.3615107430453628
48414133,COC1=CC=CC=C1[N+](=O)[O-],0.9913998282380825
48414135,C1=CC=C(C=C1)[N+](=O)[O-],0.6840296545430823
48414137,C1=CC(=CC=C1C(=O)O)[N+](=O)[O-],-0.23552844690754893
48414139,CCC(C)[N+](=O)[O-],1.5575202309355514
48414141,C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl,-0.17026171539495738
48414142,C1C2=CC=CC=C2C3=C1C=C(C=C3)[N+](=O)[O-],2.869666231504994
48414143,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],0.16494389827988373
48414144,C1CN(C(=O)N1)N=CC2=CC=C(O2)[N+](=O)[O-],1.6289321377282637
48414146,CN(CCCl)CCCl,4.13608262304214
48414147,C[N+](CCCl)(CCCl)[O-],2.3526170298853804
48414148,C[N+](=O)[O-],0.17914201056030005
48414150,CCC(CC)[N+](=O)[O-],1.6946486305533763
48414154,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)[N+](=O)[O-],1.869666231504994
48414156,C1=CC2=C(C(=C1)[N+](=O)[O-])N=CC=C2,1.2487208960166578
48414157,CC(C)OC1=CC=CC=C1OC(=O)N(C)N=O,2.815308569182401
48414158,C(CC(F)(F)F)CN(CCCC(F)(F)F)N=O,2.55129368009492
48414160,C1CN(C(=O)NC1=O)N=O,3.1630432629404495
48414161,CC(CN(CC(CO)O)N=O)O,3.5228787452803374
48414162,CC(=O)CN(CC(CO)O)N=O,3.6989700043360187
48414163,C(CO)N(CC(CO)O)N=O,1.438898616350944
48414164,CC1CN(CC(N1C(=O)C2=CC=CC=C2)C)N=O,1.4078232426041333
48414165,C(CCl)NC(=O)N(CCO)N=O,2.7399286120149253
48414167,CC(CN(C(=O)NCCCl)N=O)O,2.3809066693732572
48414168,CC(CN(CCO)N=O)O,2.162411561764489
48414169,C1CN(CC1O)N=O,1.1811145854059901
48414170,CC(C)CN(C(=O)N)N=O,1.486782399932061
48414171,CCCCCCCCCCCCN(C)N=O,2.6289321377282637
48414172,CN(C1=CC=C(C=C1)F)N=O,2.7825160557860937
48414174,CN(CCC1=CC=CC=C1)N=O,4.216096420727265
48414175,CCCCCCCCCCCCCCN(C)N=O,2.191789027075778
48414176,CCCCCCCCCCN(C)N=O,2.201349354554731
48414177,CN(C(=O)N)N=O,3.0462403082667713
48414178,C1COC(=O)N1N=O,2.4788619162959638
48414179,CC(=O)CN(CCO)N=O,1.9100948885606022
48414180,C1CN(CN(C1)N=O)N=O,2.939302159646388
48414181,C1CN(CC=C1)N=O,3.27083521030723
48414182,CCN(CC(F)(F)F)N=O,1.7931741239681502
48414184,CC1CN(CC(N1C)C)N=O,3.0177287669604316
48414185,C=CCN(CC(CO)O)N=O,2.288192770958809
48414186,CC(CN(CC=C)N=O)O,2.216096420727265
48414187,CC(=O)CN(CC=C)N=O,2.6270879970298933
48414188,C=CCN(CCO)N=O,2.423658649794207
48414189,CCCCCN(C(=O)OCC)N=O,2.2700257143004445
48414190,C1CCN(C(C1)C2=CN=CC=C2)N=O,1.2062096153091812
48414191,CN(C(=O)NC1=NC2=CC=CC=C2S1)N=O,2.3205721033878812
48414192,CC(CN(CC(C)O)N=O)O,2.282329496997738
48414193,CC(=O)CN(CC(=O)C)N=O,2.5086383061657274
48414197,CCCCN(CCCC)N=O,2.359518563029578
48414198,C(CO)N(CCO)N=O,1.6270879970298935
48414199,CCN(CC)N=O,3.586700235918748
48414200,CN(C)N=O,2.889410289700751
48414201,C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,0.07468790850035051
48414202,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=O,-0.004321373782642578
48414203,CCCN(CCC)N=O,2.844663962534938
48414205,C1CCCCCCN(CCCCC1)N=O,1.2898826348881838
48414206,CC(C(C1=CC=CC=C1)O)N(C)N=O,0.3098039199714863
48414207,CCN(C)N=O,3.243363891754152
48414208,CCN(C(=O)OCC)N=O,3.208309350979882
48414210,C1CCCN(CCC1)N=O,3.575118363368933
48414212,C1C(=O)NC(=O)N1N=O,0.4698003017969178
48414215,CN(CCCC(=O)O)N=O,2.1726307269461747
48414216,CN(CC(CO)O)N=O,2.3169529617611504
48414217,CN(CCO)N=O,1.9065783148377649
48414218,CN(CCCO)N=O,1.85078088734462
48414219,CC(CN(C)N=O)O,3.406713932979543
48414220,CC(=O)CN(C)N=O,3.8297382846050425
48414221,CC1=CC=C(C=C1)S(=O)(=O)OCCN(C)N=O,1.7304870557820837
48414222,CN(C1=CC=CC=N1)N=O,2.8068754016455384
48414225,CN(C1=CC=CC=C1)N=O,2.9829666607012197
48414227,CCCCCCCCCCCN(C)N=O,1.9546770212133424
48414228,C1COCCN1N=O,3.027334407733889
48414229,C1CC(N(C1)N=O)C2=CN=CC=C2,3.2676062401770314
48414230,C1CC(N(C1)N=O)C2=C[N+](=CC=C2)[O-],2.343901797987168
48414232,C1CN(CCN1)N=O,1.1174754620451195
48414233,C1CCN(CC1)N=O,1.9030899869919435
48414235,C1CCN(C1)N=O,2.097997108649271
48414236,CC1N(C(SC(S1)C)C)N=O,2.600326278518962
48414237,C1CSCCN1N=O,1.38933983691012
48414238,CC1=CC=CC=C1N=O,0.3777859770337047
48414239,CC1=CC=CC=C1[N+](=O)[O-],1.4685210829577449
48414240,CC1=CC=C(C=C1)[N+](=O)[O-],-0.271841606536499
48414248,CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl,3.4723700991286615
48414255,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,0.4621809049267259
48414256,C1=CC=C(C=C1)NC2=C(C=C(C=C2)NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-])S(=O)(=O)[O-].[Na+],-0.5774917998372253
48414264,CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2=O,1.585026652029182
48414265,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,0.19449914184159983
48414270,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,1.3233063903751334
48414271,C1COCCN1C(=S)SN2CCOCC2,0.43651891460558934
48414273,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C,0.6968039425795111
48414280,COC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,1.0530567293021746
48414283,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,0.6536470255493614
48414283,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,0.6536470255493614
48414283,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,0.6536470255493614
48414292,CC1CC2(C(O2)C)C(=O)OC3CCN(CC=C(C3=O)COC(=O)C1(C)O)C,2.616184634019569
48414293,CCOC1=CC=C(C=C1)NC(=O)C,-0.8432327780980093
48414294,CC1=CC(=O)N(N1C)C2=CC=CC=C2,-0.814913181275074
48414295,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,-0.08278537031645007
48414296,CC(C)CCCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)CC5=CC=C(C=C5)N(CCCl)CCCl)C)C,3.090979145788844
48414300,CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Na+],0.4710832997223452
48414302,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O,-0.4517864355242902
48414304,CC(COC1=CC=CC=C1)N(CCCl)CC2=CC=CC=C2.Cl,2.494850021680094
48414305,CN(C)N=NC1=CC=CC=C1,1.8096683018297086
48414310,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,-0.6608654780038692
48414313,C1=CC=C(C=C1)NN=C2C(=O)C=CC3=CC=CC=C32,0.9281179926938746
48414314,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3,-0.5751878449276611
48414318,C1=CC=C(C(=C1)N)N.Cl.Cl,-0.1367205671564068
48414323,C1C(O1)COC2=CC=CC=C2,0.5331323796458906
48414329,C1=CC=C(C=C1)C2=CC=CC=C2O,-0.13353890837021754
48414331,C1=CC=C(C=C1)C2=CC=CC=C2[O-].[Na+],-0.5440680443502757
48414333,CN1C2=C(N=CC(=C2)C3=CC=CC=C3)N=C1N.Cl,2.1655792963184672
48414345,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,-0.271841606536499
48414350,CC1(COC1=O)C,-0.3242824552976926
48414352,C1=C(C(=CC(=C1Br)Br)Br)C2=CC(=C(C=C2Br)Br)Br,3.2898826348881838
48414358,C(=O)(O)[O-].[K+],-2.113943352306837
48414360,[K+].[I-],-0.42324587393680785
48414365,CC12CC(C3C(C1CCC2(C(=O)COC(=O)CCCC4=CC=C(C=C4)N(CCCl)CCCl)O)CCC5=CC(=O)C=CC35C)O,1.5272435506827877
48414366,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,2.3726341434072675
48414372,CC(C)NC(=O)C1=CC=C(C=C1)CNNC,1.7423214251308154
48414373,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,2.8664610916297826
48414378,C1COS(=O)(=O)C1,1.5030703519267852
48414380,C1COC1=O,1.692503962086787
48414386,CCCN(C(=N[N+](=O)[O-])N)N=O,2.1260984021355385
48414387,CCCN(C(=O)N)N=O,1.5421181032660076
48414391,CC1CO1,-0.10720996964786837
48414393,CCCC1=CC(=O)NC(=S)N1,1.0942041196321315
48414397,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])NN=C3C(=O)C=CC4=CC(=CC(=C43)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],-1.6074550232146685
48414398,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3O)O)O,-0.42324587393680785
48414400,C1=CC=NC=C1,0.07007043991541213
48414401,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,0.1567672219019906
48414403,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,1.4762535331884354
48414407,C1=CC(=CC=C1NO)N=O,0.11520463605101904
48414409,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)N=NC3=C(C=C(C=C3)C4=CC(=C(C=C4)NN=C5C(=O)C=CC6=CC(=CC(=C65)S(=O)(=O)[O-])S(=O)(=O)[O-])C)C.[Na+].[Na+],2.329754146925876
48414411,CC1=CC(=C(C=C1)NN=C2C(=O)C=CC3=CC=CC=C32)[N+](=O)[O-],-0.5809249756756193
48414413,CC1=CC(=C(C=C1)NN=C2C3=C(C=CC(=C3)S(=O)(=O)[O-])C=C(C2=O)S(=O)(=O)[O-])C.[Na+].[Na+],0.06348625752110672
48414414,CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])NN=C2C(=O)C=CC3=CC=CC=C32.CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])NN=C2C(=O)C=CC3=CC=CC=C32.[Ba+2],0.785156151952302
48414416,CC1=CC(=C(C=C1C)NN=C2C3=C(C=C(C=C3)S(=O)(=O)[O-])C=C(C2=O)S(=O)(=O)[O-])C.[Na+].[Na+],-0.021189299069938092
48414417,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])NN=C3C4=C(C=C(C=C4)S(=O)(=O)[O-])C=C(C3=O)S(=O)(=O)[O-].[Na+].[Na+].[Na+],-0.38560627359831223
48414419,CC1=CC(=C(C=C1NN=C2C=C(C3=CC=CC=C3C2=O)S(=O)(=O)[O-])S(=O)(=O)[O-])C.[Na+].[Na+],-1.2278867046136734
48414422,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,3.2984320149440727
48414425,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCOC(=O)C)C)C,0.4190750243243807
48414427,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O)C,2.6108339156354674
48414429,CC=C1CC(=C)C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O,3.4672456210075024
48414433,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,0.9136401693252518
48414439,C1=CC=C2C(=C1)C(=O)[N-]S2(=O)=O.[Na+],-1.0170333392987803
48414440,C=CCC1=CC2=C(C=C1)OCO2,-0.43456890403419873
48414441,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,0.7772835288524167
48414442,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O,-0.6009728956867483
48414450,S=[Se],1.142064735280571
48414451,CC=C1CC(C(C(=O)OCC2=CCN(CCC(C2=O)OC1=O)C)(C)O)C,2.332547047110046
48414453,C1OC2=C(O1)C=C(C=C2)O,-0.989894563718773
48414466,COC1=C2C(=C3C4C=COC4OC3=C1)OC5=C(C2=O)C(=CC=C5)O,3.3288271572849166
48414469,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,2.4400933749638876
48414471,C=CC1=CC=CC=C1,0.6497519816658371
48414473,C1C(O1)C2=CC=CC=C2,0.33629907461035186
48414478,CCN(CC)C(=S)SCC(=C)Cl,0.9318141382538383
48414484,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C,0.7772835288524167
48414487,CC=C(C)C(=O)OC1CCN2C1C(=CC2)COC(=O)C(C(C)C)(C(C)O)O,2.300162274132754
48414491,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2.153044674980176
48414497,C(C=CCl)Cl,0.0721165896692931
48414497,C(C=CCl)Cl,0.0721165896692931
48414500,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,-0.2600713879850748
48414501,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,-0.04139268515822507
48414504,C1=C2C(=CC(=C1Cl)Cl)OC3=CC(=C(C=C3O2)Cl)Cl,7.136677139879544
48414508,C(=C(Cl)Cl)(Cl)Cl,0.05848856736559696
48414513,C(C(F)(F)F)F,-2.4668676203541096
48414514,C(=C(F)F)(F)F,-0.029383777685209667
48414515,C1CCON(C1)N=O,0.679853713888946
48414517,C1CCOC1,-0.7512791039833423
48414523,C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.642065152999546
48414528,C1CN1P(=S)(N2CC2)N3CC3,3.0619809025237896
48414529,CC(=S)N,0.8153085691824012
48414533,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,1.764471553092451
48414534,C1C(C(OC1N2C=NC3=C2NC(=NC3=S)N)CO)O,2.130181792020672
48414536,C1=CNC(=S)NC1=O,1.0319842860063582
48414537,C(=S)(N)N,-0.11058971029924897
48414549,CC1=CC=CC=C1,-1.5211380837040362
48414550,CC1=C(C=C(C=C1)N=C=O)N=C=O,0.712198270069774
48414551,CC1=CC=CC=C1S(=O)(=O)N,-1.3636119798921444
48414553,CC1=CC=CC=C1N.Cl,0.5171264163912462
48414559,C1CN1C2=CC(=O)C(=C(C2=O)N3CC3)N4CC4,4.661543506395395
48414560,CC1(OC2CC3C4CCC5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)C,3.9136401693252516
48414563,C(Br)(Br)Br,-0.4082399653118496
48414564,CCCCOP(=O)(OCCCC)OCCCC,0.1444808443321999
48414565,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,-1.0681858617461617
48414572,C(=C(Cl)Cl)Cl,-0.7058637122839193
48414572,C(=C(Cl)Cl)Cl,-0.7058637122839193
48414576,C1=C(C=C(C(=C1Cl)O)Cl)Cl,-0.31175386105575426
48414580,C(C(CCl)Cl)Cl,2.0381045263321496
48414584,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC(=N2)NC(=O)C(F)(F)F,1.6556077263148892
48414588,CC1=CC(=C(C=C1C)N)C,0.6038006529042637
48414589,CC1=CC(=C(C=C1C)N)C.Cl,0.24108810760202648
48414590,CC1=CC(=C(C(=C1)C)N)C.Cl,1.5214335044061567
48414591,C[As](=O)(C)C,0.7520267336381934
48414592,CC1=CC(=C(C=C1)C)C,-1.5587085705331658
48414594,CNC(=S)N(C)C,0.6615435063953952
48414597,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],0.09366495819490933
48414601,C(CCl)OP(=O)(OCCCl)OCCCl,0.5171264163912462
48414603,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,2.260427655549908
48414604,C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,0.9665762445130504
48414608,CC1=C(N=C(C2=C1NC3=CC=CC=C32)C)N.CC(=O)O,2.673664139071249
48414609,CC1=C2C3=CC=CC=C3NC2=CC(=N1)N.CC(=O)O,1.586700235918748
48414616,C1=CNC(=O)NC1=O,-0.7774268223893114
48414619,CCOC(=O)N,0.3334820194451191
48414623,CC(=O)OC=C,-0.5976951859255123
48414624,C=CBr,0.7619538968712046
48414626,C=CCl,1.0096611452123985
48414627,C=CF,0.3625102704874893
48414632,C=CN1CCCC1=O,0.9665762445130504
48414633,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](C)C)C=C3)C4=CC=C(C=C4)N(CC)CC5=CC(=CC=C5)S(=O)(=O)[O-].[Na+],0.0788339493622613
48414639,CC1=CC(=CC=C1)C,-1.4668676203541096
48414639,CC1=CC(=CC=C1)C,-1.4668676203541096
48414642,CC1=CC(=C(C=C1)C)N.Cl,0.015922966097169238
48414643,CC1=CC(=NNC2=CC=C(C=C2)NC(=O)C)C(=O)C=C1,-0.14921911265537988
48414657,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],0.8761483590329142
48414658,C(CNC(=S)[S-])NC(=S)[S-].[Zn+2],0.03385826726096737
