SID,SMILES,Carcinogenicity-Rodents
48414338,C1=CC=C2C(=C1)C(=O)OC2=O,non-carcinogenic
48414339,C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N,non-carcinogenic
48414340,CC(CN(C)C1=NN=C(C=C1)NN)O.Cl.Cl,non-carcinogenic
48414341,CCC1C(COC1=O)CC2=CN=CN2C,non-carcinogenic
48414342,CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O,non-carcinogenic
48414343,C1CNCCN1,non-carcinogenic
48414344,C1CCNCC1,non-carcinogenic
48414345,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,carcinogenic
48414345,CCCCOCCOCCOCC1=CC2=C(C=C1CCC)OCO2,carcinogenic
48414348,CC1CCCC(N1CCCC(C2=CC=CC=C2)(C3=CC=CC=N3)O)C.Cl,non-carcinogenic
48414350,CC1(COC1=O)C,carcinogenic
48414352,C1=C(C(=CC(=C1Br)Br)Br)C2=CC(=C(C=C2Br)Br)Br,carcinogenic
48414355,CCCCCCCCCC1=CC=C(C=C1)OCCOCCO,non-carcinogenic
48414356,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(C1C(CC(O1)OCCO)OCCO)OCCO,non-carcinogenic
48414357,C=CC1=CC=CC=[N+]1[O-],non-carcinogenic
48414358,C(=O)(O)[O-].[K+],carcinogenic
48414359,[Cl-].[K+],non-carcinogenic
48414360,[K+].[I-],carcinogenic
48414361,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,non-carcinogenic
48414362,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5.C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5.O,non-carcinogenic
48414363,C1CC1CN2C(=O)CN=C(C3=C2C=CC(=C3)Cl)C4=CC=CC=C4,non-carcinogenic
48414364,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,non-carcinogenic
48414367,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,non-carcinogenic
48414368,CC12CCC3C(=CCC4=C3C=CC(=C4)OS(=O)(=O)[O-])C1CCC2=O.[Na+],non-carcinogenic
48414369,CC1=CC=CC=C1OCC(CNCCN2C=C(C(=O)NC2=O)C)O.Cl,non-carcinogenic
48414370,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,carcinogenic
48414373,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,carcinogenic
48414375,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl,non-carcinogenic
48414376,CC(C)NCC(C1=CC2=CC=CC=C2C=C1)O,non-carcinogenic
48414377,CC(C)NCC(C1=CC2=CC=CC=C2C=C1)O.Cl,non-carcinogenic
48414378,C1COS(=O)(=O)C1,carcinogenic
48414379,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,non-carcinogenic
48414380,C1COC1=O,carcinogenic
48414381,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,non-carcinogenic
48414382,CCCCN(CC)C(=O)SCCC,non-carcinogenic
48414383,CCCN(C=O)N,carcinogenic
48414384,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,non-carcinogenic
48414385,CCCOC(=O)C1C(CC2=CC3=C(C=C2C1C(=O)OCCC)OCO3)C,non-carcinogenic
48414387,CCCN(C(=O)N)N=O,carcinogenic
48414388,CC=C,non-carcinogenic
48414389,CC(CO)O,non-carcinogenic
48414390,CC(COC(C)(C)C)O,carcinogenic
48414391,CC1CO1,carcinogenic
48414392,CCCNN.Cl,carcinogenic
48414393,CCCC1=CC(=O)NC(=S)N1,carcinogenic
48414394,CC1=CC2=C(C=C1)C(=NC(=O)N2C(C)C)C3=CC=CC=C3,non-carcinogenic
48414399,C1=CN=C(C=N1)C(=O)N,non-carcinogenic
48414400,C1=CC=NC=C1,carcinogenic
48414401,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,carcinogenic
48414402,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,non-carcinogenic
48414403,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,carcinogenic
48414404,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O.O.O,non-carcinogenic
48414406,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl,non-carcinogenic
48414408,CN1C=C(C2=CC=CC=C21)C(=O)C3CCC4=C(C3)NC=N4.Cl,non-carcinogenic
48414409,CC1=CC=C(C=C1)S(=O)(=O)OC2=CC=C(C=C2)N=NC3=C(C=C(C=C3)C4=CC(=C(C=C4)NN=C5C(=O)C=CC6=CC(=CC(=C65)S(=O)(=O)[O-])S(=O)(=O)[O-])C)C.[Na+].[Na+],carcinogenic
48414410,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])NN=C3C=C(C4=CC=CC=C4C3=O)S(=O)(=O)[O-].[Na+].[Na+],non-carcinogenic
48414411,CC1=CC(=C(C=C1)NN=C2C(=O)C=CC3=CC=CC=C32)[N+](=O)[O-],carcinogenic
48414412,COC1=C(C=C(C=C1)[N+](=O)[O-])NN=C2C3=CC=CC=C3C=C(C2=O)C(=O)NC4=CC(=CC=C4)[N+](=O)[O-],non-carcinogenic
48414413,CC1=CC(=C(C=C1)NN=C2C3=C(C=CC(=C3)S(=O)(=O)[O-])C=C(C2=O)S(=O)(=O)[O-])C.[Na+].[Na+],carcinogenic
48414414,CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])NN=C2C(=O)C=CC3=CC=CC=C32.CC1=CC(=C(C=C1Cl)S(=O)(=O)[O-])NN=C2C(=O)C=CC3=CC=CC=C32.[Ba+2],carcinogenic
48414415,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)[O-])NN=C3C(=O)C=CC4=CC=CC=C43.[Na+],non-carcinogenic
48414416,CC1=CC(=C(C=C1C)NN=C2C3=C(C=C(C=C3)S(=O)(=O)[O-])C=C(C2=O)S(=O)(=O)[O-])C.[Na+].[Na+],carcinogenic
48414418,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)I)[O-])I)I)I)C(=O)[O-].[Na+].[Na+],non-carcinogenic
48414420,CCN(CC)C1=C(C=C2C(=C1)OC3=CC(=[N+](CC)CC)C(=CC3=C2C4=C(C=C(C=C4)S(=O)(=O)[O-])S(=O)(=O)[O-])C)C.[Na+],non-carcinogenic
48414421,C1=CC(=C(C=C1N)[N+](=O)[O-])NCCO,non-carcinogenic
48414422,COC1C(CC2CN3CCC4=C(C3CC2C1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC,carcinogenic
48414423,C1=CC(=CC(=C1)O)O,non-carcinogenic
48414424,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,non-carcinogenic
48414425,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCOC(=O)C)C)C,carcinogenic
48414426,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(CCCC1(C)C)C,non-carcinogenic
48414428,CCNC1=C(C=C2C(=C1)OC3=CC(=NCC)C(=CC3=C2C4=CC=CC=C4C(=O)OCC)C)C.Cl,non-carcinogenic
48414429,CC=C1CC(=C)C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(CO)O,carcinogenic
48414431,CCN1C2=C(C(=N1)C)NC(=O)CN=C2C3=CC=CC=C3,carcinogenic
48414432,CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,non-carcinogenic
48414433,C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,carcinogenic
48414434,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,non-carcinogenic
48414435,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O.OS(=O)(=O)O,non-carcinogenic
48414436,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,non-carcinogenic
48414437,C1=CC=C2C(=C1)C(=O)NS2(=O)=O,non-carcinogenic
48414440,C=CCC1=CC2=C(C=C1)OCO2,carcinogenic
48414442,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O,carcinogenic
48414444,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4.O.O.O.Br,non-carcinogenic
48414448,CN(C)C(=S)S[Se](SC(=S)N(C)C)(SC(=S)N(C)C)SC(=S)N(C)C,non-carcinogenic
48414450,S=[Se],carcinogenic
48414452,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,non-carcinogenic
48414453,C1OC2=C(O1)C=C(C=C2)O,carcinogenic
48414454,CCNC1=NC(=NC(=N1)Cl)NCC,non-carcinogenic
48414455,C(=O)(O)[O-].[Na+],non-carcinogenic
48414456,C1=C(C=C(C(=C1Cl)[O-])SC2=CC(=CC(=C2[O-])Cl)Cl)Cl.[Na+].[Na+],non-carcinogenic
48414457,[Na+].[Cl-],non-carcinogenic
48414458,[O-]Cl=O.[Na+],non-carcinogenic
48414459,CCC1=C(C2=CC3=NC(=CC4=NC(=C(C5=NC(=C(C5=C([O-])[O-])C)C=C1[N-]2)CC(=O)[O-])C(C4C)CCC(=O)[O-])C(=C3C=C)C)C.[Na+].[Na+].[Na+].[Cu+2],non-carcinogenic
48414460,CCN(CC)C(=S)[S-].O.O.O.[Na+],non-carcinogenic
48414461,[O-]Cl.[Na+],non-carcinogenic
48414462,[O-]P(=O)=O.[Na+],non-carcinogenic
48414463,CC=CC=CC(=O)O,non-carcinogenic
48414464,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl,non-carcinogenic
48414466,COC1=C2C(=C3C4C=COC4OC3=C1)OC5=C(C2=O)C(=CC=C5)O,carcinogenic
48414467,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O,non-carcinogenic
48414469,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,carcinogenic
48414470,CC1(C(=C)C2(C(C1(C(C2(Cl)Cl)(Cl)Cl)Cl)Cl)Cl)C,carcinogenic
48414471,C=CC1=CC=CC=C1,carcinogenic
48414472,C1=CC=C(C=C1)C=C[N+](=O)[O-],non-carcinogenic
48414473,C1C(O1)C2=CC=CC=C2,carcinogenic
48414474,C1CC(=O)OC1=O,non-carcinogenic
48414475,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CCl)O)O)CCl)O)O)Cl)O,non-carcinogenic
48414476,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,non-carcinogenic
48414477,CC(C)C(=O)OCC1C(C(C(O1)(COC(=O)C)OC2C(C(C(C(O2)COC(=O)C)OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C,non-carcinogenic
48414478,CCN(CC)C(=S)SCC(=C)Cl,carcinogenic
48414479,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,carcinogenic
48414481,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,non-carcinogenic
48414482,[O-]S(=O)S(=O)(=O)[O-].[K+].[K+],non-carcinogenic
48414483,C1C=CCS1(=O)=O,non-carcinogenic
48414486,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,non-carcinogenic
48414487,CC=C(C)C(=O)OC1CCN2C1C(=CC2)COC(=O)C(C(C)C)(C(C)O)O,carcinogenic
48414488,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,carcinogenic
48414489,COC1=CC=C(C=C1)C(=C(C2=CC=C(C=C2)OC)Cl)C3=CC=C(C=C3)OC,non-carcinogenic
48414490,CN1C(=O)CC(NC1=O)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)N.O.O.O.O,non-carcinogenic
48414491,CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,carcinogenic
48414494,C(CS(=O)(=O)O)N,non-carcinogenic
48414495,C1CC(OC1)N2C=C(C(=O)NC2=O)F,non-carcinogenic
48414496,C12C(C(OC1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,non-carcinogenic
48414497,C(C=CCl)Cl,carcinogenic
48414497,C(C=CCl)Cl,carcinogenic
48414499,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,non-carcinogenic
48414501,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,carcinogenic
48414502,COC1=C(C(=C(C(=C1Cl)Cl)[N+](=O)[O-])Cl)Cl,non-carcinogenic
48414503,C1=C(C(=CC(=C1Cl)N)Cl)C2=CC(=C(C=C2Cl)N)Cl,non-carcinogenic
48414504,C1=C2C(=CC(=C1Cl)Cl)OC3=CC(=C(C=C3O2)Cl)Cl,carcinogenic
48414505,C1=CC(=CC=C1S(=O)(=O)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,non-carcinogenic
48414506,C(C(Cl)(Cl)Cl)Cl,carcinogenic
48414507,C(C(Cl)Cl)(Cl)Cl,carcinogenic
48414508,C(=C(Cl)Cl)(Cl)Cl,carcinogenic
48414510,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.Cl,non-carcinogenic
48414511,CCN(CC)C(=S)SSC(=S)N(CC)CC,non-carcinogenic
48414514,C(=C(F)F)(F)F,carcinogenic
48414516,CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)O,non-carcinogenic
48414517,C1CCOC1,carcinogenic
48414519,C(O)[P+](CO)(CO)CO.[Cl-],non-carcinogenic
48414520,C(O)[P+](CO)(CO)CO.C(O)[P+](CO)(CO)CO.[O-]S(=O)(=O)[O-],non-carcinogenic
48414521,CN(C)C(=S)SSC(=S)N(C)C,non-carcinogenic
48414522,CN(C)C(=S)SC(=S)N(C)C,non-carcinogenic
48414523,C([N+](=O)[O-])([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],carcinogenic
48414524,CN(C)CCN(CC1=CSC=C1)C2=CC=CC=N2,non-carcinogenic
48414525,CN1C2=C(C(=O)N(C1=O)C)NC=N2,non-carcinogenic
48414526,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,non-carcinogenic
48414527,CS(=O)(=O)C1=CC=C(C=C1)C(C(CO)NC(=O)C(Cl)Cl)O,non-carcinogenic
48414528,C1CN1P(=S)(N2CC2)N3CC3,carcinogenic
48414529,CC(=S)N,carcinogenic
48414530,CC1=CC(=C(C=C1SC2=CC(=C(C=C2C)O)C(C)(C)C)C(C)(C)C)O,non-carcinogenic
48414531,C1=C(C=C(C(=C1Cl)O)SC2=CC(=CC(=C2O)Cl)Cl)Cl,non-carcinogenic
48414532,C(#N)[S-].[Na+],non-carcinogenic
48414533,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,carcinogenic
48414535,C(=S)(N)NN,non-carcinogenic
48414536,C1=CNC(=S)NC1=O,carcinogenic
48414538,CCOC(=O)C1(CCC=CC1N(C)C)C2=CC=CC=C2.C(=CC(=O)O)C(=O)O,non-carcinogenic
48414539,CC(C)(C)NCC(COC1=CN(C(=O)C2=CC=CC=C21)C)O.Cl,non-carcinogenic
48414540,[Cl-].[Cl-].[Sn+2],non-carcinogenic
48414541,O=[Ti]=O,non-carcinogenic
48414542,C(=O)(C(=O)[O-])O.C(=O)(C(=O)[O-])O.O=[Ti].[K+].[K+],non-carcinogenic
48414543,C1C=CC=[C-]1.C1C=CC=[C-]1.[Cl-].[Cl-].[Ti+4],non-carcinogenic
48414545,CC1=C2C(=C(C(=C1C)OC(=O)C)C)CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C,non-carcinogenic
48414547,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,non-carcinogenic
48414548,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,non-carcinogenic
48414549,CC1=CC=CC=C1,carcinogenic
48414550,CC1=C(C=C(C=C1)N=C=O)N=C=O,carcinogenic
48414553,CC1=CC=CC=C1N.Cl,carcinogenic
48414554,CC1=CC=C(C=C1)N.Cl,carcinogenic
48414556,CN(C)CCOC1=CC=C(C=C1)C(=C(CCCl)C2=CC=CC=C2)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,non-carcinogenic
48414557,C=C1C(C2(C(C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl)(CCl)CCl,carcinogenic
48414562,C1=CC=C(C=C1)C2=NC3=C(N=C2N)N=C(N=C3N)N,carcinogenic
48414563,C(Br)(Br)Br,carcinogenic
48414564,CCCCOP(=O)(OCCCC)OCCCC,carcinogenic
48414566,C1=C(C(=C(C(=C1[N+](=O)[O-])Cl)Cl)Cl)[N+](=O)[O-],non-carcinogenic
48414567,C(C(F)(Cl)Cl)(F)(F)Cl,non-carcinogenic
48414568,C(=O)(C(Cl)(Cl)Cl)O,carcinogenic
48414569,C1=C(C=C(C(=C1Cl)N)Cl)Cl,carcinogenic
48414570,C(C(Cl)Cl)Cl,carcinogenic
48414571,CC(Cl)(Cl)Cl,non-carcinogenic
48414572,C(=C(Cl)Cl)Cl,carcinogenic
48414572,C(=C(Cl)Cl)Cl,carcinogenic
48414574,C(F)(Cl)(Cl)Cl,non-carcinogenic
48414575,C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl,carcinogenic
48414576,C1=C(C=C(C(=C1Cl)O)Cl)Cl,carcinogenic
48414577,CC(C(=O)O)OC1=CC(=C(C=C1Cl)Cl)Cl,non-carcinogenic
48414578,C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O,non-carcinogenic
48414580,C(C(CCl)Cl)Cl,carcinogenic
48414581,CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,non-carcinogenic
48414582,C(CO)N(CCO)CCO,carcinogenic
48414584,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC(=N2)NC(=O)C(F)(F)F,carcinogenic
48414585,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],carcinogenic
48414587,CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C,non-carcinogenic
48414588,CC1=CC(=C(C=C1C)N)C,carcinogenic
48414589,CC1=CC(=C(C=C1C)N)C.Cl,carcinogenic
48414590,CC1=CC(=C(C(=C1)C)N)C.Cl,carcinogenic
48414595,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],carcinogenic
48414596,C1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],non-carcinogenic
48414597,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],carcinogenic
48414598,CC(=O)O[Sn](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3,non-carcinogenic
48414599,C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.O,non-carcinogenic
48414600,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3.O.Cl,non-carcinogenic
48414601,C(CCl)OP(=O)(OCCCl)OCCCl,carcinogenic
48414603,C(C(CBr)Br)OP(=O)(OCC(CBr)Br)OCC(CBr)Br,carcinogenic
48414604,C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,carcinogenic
48414608,CC1=C(N=C(C2=C1NC3=CC=CC=C32)C)N.CC(=O)O,carcinogenic
48414609,CC1=C2C3=CC=CC=C3NC2=CC(=N1)N.CC(=O)O,carcinogenic
48414611,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,non-carcinogenic
48414612,[O-][W](=O)(=O)[O-].[Na+].[Na+],non-carcinogenic
48414614,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,non-carcinogenic
48414615,CCC1C(C=C(C=CC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)C)COC4C(C(C(C(O4)C)O)OC)OC.CC(C(=O)O)O,non-carcinogenic
48414616,C1=CNC(=O)NC1=O,carcinogenic
48414617,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC,non-carcinogenic
48414618,C(=O)(N)N,non-carcinogenic
48414619,CCOC(=O)N,carcinogenic
48414620,[O-]S(=O)(=O)[O-].O=[V+2],non-carcinogenic
48414621,CN(C)C(=S)SSC(=S)N(C)C,non-carcinogenic
48414623,CC(=O)OC=C,carcinogenic
48414624,C=CBr,carcinogenic
48414625,C=COC(=O)N,carcinogenic
48414626,C=CCl,carcinogenic
48414627,C=CF,carcinogenic
48414628,CC1=CC=CC(=C1)C=C,non-carcinogenic
48414630,C=C(Cl)Cl,carcinogenic
48414631,C=C(F)F,non-carcinogenic
48414632,C=CN1CCCC1=O,carcinogenic
48414633,CCN(CC1=CC(=CC=C1)S(=O)(=O)[O-])C2=CC=C(C=C2)C(=C3C=CC(=[N+](C)C)C=C3)C4=CC=C(C=C4)N(CC)CC5=CC(=CC=C5)S(=O)(=O)[O-].[Na+],carcinogenic
48414634,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,non-carcinogenic
48414635,CC1=C(C(C(=C(N1)C)C(=O)OCCC2=CC=C(C=C2)N3CCN(CC3)C(C4=CC=CC=C4)C5=CC=CC=C5)C6=CC(=CC=C6)[N+](=O)[O-])C(=O)OC.Cl.Cl,non-carcinogenic
48414637,CC1=C(C(=CC=C1)OCC(CNC(C)(C)C)O)C.Cl,non-carcinogenic
48414639,CC1=CC(=CC=C1)C,carcinogenic
48414639,CC1=CC(=CC=C1)C,carcinogenic
48414642,CC1=CC(=C(C=C1)C)N.Cl,carcinogenic
48414643,CC1=CC(=NNC2=CC=C(C=C2)NC(=O)C)C(=O)C=C1,carcinogenic
48414644,CC(=O)C(C(=O)NC1=CC=CC=C1)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC=CC=C4)Cl)Cl,non-carcinogenic
48414645,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)NC(=O)C(C(=O)C)N=NC3=C(C=C(C=C3)Cl)Cl)C)NC(=O)C(C(=O)C)N=NC4=C(C=C(C=C4)Cl)Cl,non-carcinogenic
48414646,CC(=O)C(C(=O)NC1=CC(=C(C=C1OC)Cl)OC)N=NC2=C(C=C(C=C2)C3=CC(=C(C=C3)N=NC(C(=O)C)C(=O)NC4=CC(=C(C=C4OC)Cl)OC)Cl)Cl,non-carcinogenic
48414648,C1=CC(=CC=C1NN=C2C(=NN(C2=O)C3=CC=C(C=C3)S(=O)(=O)[O-])C(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+],non-carcinogenic
48414649,C1=CC(=CC=C1NN=C2C3=C(C=CC2=O)C=C(C=C3)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+],non-carcinogenic
48414650,CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC1C(C(C(C(O1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)C=CC=C(C)C(=O)OC3C(C(C(C(O3)COC4C(C(C(C(O4)CO)O)O)O)O)O)O,non-carcinogenic
48414651,C1=CC(=C(C=C1[N+](=O)[O-])OCCO)NCCO,non-carcinogenic
48414652,CC1(CC2=C(O1)C(=CC(=C2)Cl)C(=O)NC3CC4CCC(C3)N4C)C.C(=CC(=O)O)C(=O)O,non-carcinogenic
48414653,CC1CCCC(=O)CCCC=CC2=CC(=CC(=C2C(=O)O1)O)O,carcinogenic
48414655,CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],non-carcinogenic
48414656,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Zn+2],non-carcinogenic
48414657,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2],carcinogenic
48414660,[B-](F)(F)(F)F.C1=CC=C(C=C1)[N+]#N,non-carcinogenic
48414662,CN(C)CCN(C)N=O,carcinogenic
48414663,CC1CN(CC(O1)C)N=O,carcinogenic
48414665,CCOC(=O)N(C)N=O,carcinogenic
48414666,C1COCN1N=O,carcinogenic
48414667,C1=CC=C(C=C1)CCN(C(=O)N)N=O,carcinogenic
48414669,[B-](F)(F)(F)F.[Na+],non-carcinogenic
48414670,CC(=O)NC1=CC2=C(C=C1)C3=C(C2)C=C(C=C3)NC(=O)C,non-carcinogenic
48414671,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O,non-carcinogenic
48414672,C[N+](=NCOC1C(C(C(C(O1)CO)O)O)O)[O-],carcinogenic
